,id1,id2,type,train,func
3089,10171842,16389745,4,1,4
3090,317855,744014,1,1,4
3091,12838274,14776145,4,1,4
3092,5371059,18370075,3,1,3
3093,6128265,7006052,4,1,4
3094,1172494,18828006,3,1,3
3095,20756895,23677114,0,1,4
3096,10252056,23022776,3,1,10
3097,8344458,19002156,4,1,4
3098,10671991,21152728,4,1,3
3099,18458986,23677118,0,1,4
3100,139276,23677118,0,1,4
3101,6470716,19779101,4,1,4
3102,10385815,18153746,3,1,4
3103,4623012,4660318,4,1,4
3104,12172484,12678589,2,1,4
3105,4623013,6740469,3,1,4
3106,763710,12561704,3,1,7
3107,8667872,15087907,2,1,3
3108,15013837,23677115,3,1,4
3109,206397,576772,3,1,2
3110,11351198,23677135,0,1,7
3111,6718746,23677117,0,1,4
3112,16944401,18504192,3,1,4
3113,12985466,23677111,3,1,2
3114,831649,13351384,3,1,4
3115,12512647,23641084,4,1,4
3116,22587634,22674365,3,1,4
3117,10878062,19994918,3,1,4
3118,4260650,23047157,4,1,4
3119,16405055,23677139,0,1,7
3120,18400649,20059162,4,1,4
3121,680174,860848,1,1,4
3122,92552,189963,1,1,4
3123,431295,649595,1,1,4
3124,255401,665420,1,1,2
3125,20983672,23614264,3,1,4
3126,10524166,22207784,1,1,4
3127,496017,23677111,0,1,2
3128,4180214,23677118,0,1,4
3129,18680875,23677117,0,1,4
3130,46158,213301,1,1,4
3131,1841518,23677116,0,1,4
3132,5910211,10589735,3,1,3
3133,5375381,10466758,4,1,4
3134,11491092,23677119,0,1,4
3135,8075979,23677112,4,1,2
3136,12172484,12678588,1,1,4
3137,16987999,17415425,4,1,4
3138,14129929,19549489,3,1,4
3139,282431,604392,1,1,4
3140,333109,338138,3,1,2
3141,8352956,20493053,4,1,4
3142,169201,443341,3,1,2
3143,4471000,21488869,2,1,4
3144,9112771,23677117,4,1,4
3145,1831677,8661929,3,1,10
3146,10986443,23677117,0,1,4
3147,8625347,8778961,2,1,4
3148,210006,431827,1,1,4
3149,22306604,23069799,3,1,4
3150,16388708,18731109,2,1,4
3151,3516106,10272772,3,1,3
3152,370982,792644,1,1,4
3153,13639548,23677117,0,1,4
3154,18457132,19691919,4,1,4
3155,3934146,16589432,3,1,3
3156,704314,764085,1,1,4
3157,10177661,10337387,4,1,4
3158,2711644,9693857,2,1,4
3159,7736983,11733067,4,1,3
3160,2711585,16993715,4,1,4
3161,3768628,16466520,2,1,4
3162,12069891,23677117,0,1,4
3163,5759961,23179136,4,1,3
3164,100791,433062,1,1,4
3165,11246930,23677116,0,1,4
3166,16938813,23677114,3,1,4
3167,7237618,8980221,3,1,4
3168,6373517,23677119,0,1,4
3169,470160,804637,1,1,4
3170,3613198,21967215,3,1,4
3171,5665159,6317842,3,1,3
3172,16098010,21967215,3,1,4
3173,7844349,23677119,0,1,4
3174,3551701,15599611,4,1,4
3175,3345991,12985350,3,1,3
3176,15588201,22556551,3,1,4
3177,2373293,23658098,3,1,4
3178,2086657,23677118,0,1,4
3179,1769771,20870396,3,1,4
3180,8847479,23677115,0,1,4
3181,6061402,19584877,1,1,4
3182,161760,520600,1,1,4
3183,615902,820872,1,1,4
3184,2852141,10713685,3,1,4
3185,1504888,23677117,0,1,4
3186,14945924,22487030,3,1,3
3187,9756057,11044947,3,1,4
3188,6096495,14360099,0,1,3
3189,196392,471804,1,1,2
3190,1919602,3050742,3,1,3
3191,7118313,23677115,0,1,4
3192,5623479,5976298,3,1,3
3193,6992332,23677116,0,1,4
3194,19975819,23677114,0,1,4
3195,6597125,16993715,4,1,4
3196,1919602,2329054,3,1,3
3197,4208869,8135072,4,1,4
3198,116038,810724,1,1,4
3199,9354771,14053882,3,1,3
3200,19301374,23677114,0,1,4
3201,300397,949221,1,1,4
3202,827646,6371603,4,1,10
3203,415583,438086,1,1,2
3204,622659,23677136,0,1,7
3205,615902,942693,1,1,4
3206,1591946,23677114,0,1,4
3207,5989666,9223155,3,1,2
3208,428629,23677118,0,1,4
3209,567313,946865,1,1,4
3210,189963,822452,1,1,4
3211,18151961,23677114,0,1,4
3212,145197,765103,1,1,4
3213,14490962,23677114,0,1,4
3214,4989975,23677111,0,1,2
3215,1966263,4623012,2,1,4
3216,598483,827646,3,1,10
3217,145197,441377,1,1,4
3218,235245,543096,1,1,4
3219,5877197,9036637,4,1,2
3220,811157,18809148,4,1,4
3221,19403758,23069799,4,1,4
3222,14985559,23677150,4,1,9
3223,14497355,23677111,0,1,2
3224,16098010,20019847,3,1,4
3225,18731843,19979783,4,1,4
3226,11893997,14175532,3,1,3
3227,15328073,15351863,3,1,3
3228,44823,736738,1,1,4
3229,9361117,17190057,3,1,3
3230,11843018,14373268,3,1,3
3231,922476,20071852,4,1,4
3232,22169672,23677114,0,1,4
3233,11199367,16506848,3,1,4
3234,8403573,23677116,3,1,4
3235,2498760,2994947,4,1,4
3236,367770,2532321,1,1,4
3237,1113239,13233956,3,1,4
3238,15402323,20073617,3,1,3
3239,2009328,13447231,3,1,4
3240,4789308,23677117,0,1,4
3241,8778961,13351384,3,1,4
3242,1198670,15076112,4,1,2
3243,14410764,15999201,3,1,4
3244,2626346,6096495,0,1,3
3245,1015744,16540473,3,1,4
3246,3325456,18034383,3,1,4
3247,21204167,22622804,3,1,3
3248,19045094,23677119,0,1,4
3249,18645749,23677111,4,1,2
3250,9880330,17435276,4,1,4
3251,228925,665978,1,1,4
3252,13826456,23677111,0,1,2
3253,18378323,23677116,0,1,4
3254,5879230,23677111,0,1,2
3255,7356710,8162671,3,1,3
3256,12362685,23677115,0,1,4
3257,11005804,14053882,3,1,3
3258,4456641,15445861,3,1,4
3259,1458629,2668853,3,1,4
3260,8546232,19193813,4,1,4
3261,2168608,20306674,3,1,10
3262,18927708,23677114,0,1,4
3263,17415425,21870537,3,1,4
3264,813913,840277,1,1,4
3265,13026685,15037805,4,1,4
3266,16226357,17805384,3,1,3
3267,2711644,7760800,1,1,4
3268,13629862,23677146,0,1,7
3269,1344753,23677112,4,1,2
3270,20731551,23677117,0,1,4
3271,4303376,6305269,4,1,4
3272,168607,621362,1,1,4
3273,2890392,15351863,3,1,3
3274,4684601,21369761,3,1,4
3275,411630,19142737,2,1,4
3276,18504192,22587634,4,1,4
3277,948486,19643372,3,1,4
3278,21405564,23677113,0,1,2
3279,3959503,6693221,3,1,4
3280,21923905,23677118,0,1,4
3281,1896089,6856298,3,1,4
3282,367771,12172484,2,1,4
3283,8854731,11159237,3,1,3
3284,1490117,6856298,3,1,4
3285,831649,14317426,2,1,4
3286,16972425,23677113,0,1,2
3287,4960420,7512156,4,1,4
3288,6906419,16087900,3,1,3
3289,9383862,11733067,3,1,3
3290,5910211,7948308,3,1,3
3291,3239010,3577507,3,1,4
3292,5357064,23677114,0,1,4
3293,13783899,22246374,2,1,4
3294,7205638,23677112,0,1,2
3295,119263,860848,1,1,4
3296,6319887,20310134,1,1,4
3297,11050195,22427840,3,1,4
3298,302513,536614,1,1,4
3299,5914111,23677116,4,1,4
3300,482330,727183,1,1,4
3301,411630,17456566,2,1,4
3302,10689659,16506848,3,1,4
3303,783717,13574318,4,1,4
3304,9099457,11513043,3,1,3
3305,367771,2857623,3,1,4
3306,303331,530882,1,1,4
3307,20360947,23677118,0,1,4
3308,7317602,10793696,1,1,3
3309,4787102,6120970,4,1,4
3310,16273214,23677114,0,1,4
3311,210006,308643,1,1,4
3312,5976298,9100840,3,1,3
3313,2459317,10658266,4,1,4
3314,13250835,23677115,0,1,4
3315,12488277,22098632,4,1,3
3316,820906,23677115,0,1,4
3317,15710018,23677115,0,1,4
3318,20293557,23677117,0,1,4
3319,9983984,21827619,3,1,3
3320,15538215,23677118,0,1,4
3321,804637,850680,1,1,4
3322,689689,916271,1,1,4
3323,14086953,23677115,0,1,4
3324,7667,145197,1,1,4
3325,79355,88047,1,1,4
3326,2568672,23677119,0,1,4
3327,9499457,19993993,3,1,4
3328,361255,1851606,4,1,4
3329,628819,11651293,4,1,4
3330,10178931,23118425,3,1,3
3331,2168608,22366639,3,1,10
3332,2461168,9088422,1,1,4
3333,5659022,23677115,0,1,4
3334,9296325,10695599,3,1,4
3335,1562772,21277519,3,1,3
3336,7960119,11604443,3,1,3
3337,460892,14869434,4,1,4
3338,120707,941896,1,1,4
3339,14050308,16579662,3,1,10
3340,12973065,23465746,1,1,3
3341,2066343,6214331,3,1,4
3342,16164368,23191460,3,1,3
3343,229795,447509,3,1,2
3344,771802,15480455,4,1,4
3345,11650020,23205763,3,1,3
3346,3387990,9223602,4,1,4
3347,8117216,21824901,3,1,4
3348,258490,413562,1,1,4
3349,10106324,22530929,3,1,3
3350,169612,3788557,3,1,3
3351,15351863,21636561,2,1,3
3352,7079287,23677119,0,1,4
3353,14708602,17577733,4,1,10
3354,346058,14469218,4,1,4
3355,11969981,23677112,0,1,2
3356,6644756,23531897,4,1,10
3357,16924659,22434268,3,1,4
3358,4247524,7499186,4,1,4
3359,6061403,18269745,1,1,4
3360,7267280,23677116,0,1,4
3361,3768628,8778962,2,1,4
3362,4644121,9769234,4,1,4
3363,1048705,12202844,3,1,3
3364,7542015,15639580,4,1,2
3365,17585720,17830886,3,1,4
3366,88047,896372,1,1,4
3367,2168610,4921632,3,1,10
3368,98368,461629,1,1,4
3369,7843307,23677119,0,1,4
3370,12634053,23677115,0,1,4
3371,12973571,21571495,3,1,10
3372,19869683,23161545,4,1,3
3373,14168494,16166059,3,1,4
3374,12078166,23677119,0,1,4
3375,1598536,23677115,3,1,4
3376,2963526,15854368,3,1,4
3377,10303791,23677118,0,1,4
3378,16820984,23677138,0,1,7
3379,1240054,23677114,0,1,4
3380,4420769,21092340,4,1,4
3381,6096495,13408853,0,1,3
3382,3461964,19038915,3,1,2
3383,9756057,22410173,3,1,4
3384,8859873,23099329,4,1,4
3385,2935904,23677119,0,1,4
3386,6771444,23677119,0,1,4
3387,1142776,13510171,4,1,2
3388,768490,21431679,3,1,2
3389,1884023,10272772,3,1,3
3390,3731077,6233042,3,1,4
3391,2015915,23677115,0,1,4
3392,1629598,15034107,3,1,4
3393,427727,5125848,4,1,4
3394,3311552,23677117,0,1,4
3395,3495456,8561731,3,1,10
3396,433062,820872,1,1,4
3397,14783945,23525479,3,1,4
3398,3251204,23677114,3,1,4
3399,746544,17467777,4,1,4
3400,6387775,11968328,3,1,3
3401,18456811,23677113,0,1,2
3402,2199598,19685311,3,1,4
3403,1977837,11514180,1,1,4
3404,4223002,7194282,3,1,3
3405,9986393,23677119,0,1,4
3406,23677126,23677132,3,1,6
3407,13683865,23677112,4,1,2
3408,13335071,14840321,3,1,4
3409,7014900,8132219,4,1,4
3410,2174560,23677115,0,1,4
3411,47105,23677117,4,1,4
3412,550697,22221713,3,1,4
3413,607094,16367499,3,1,3
3414,10899951,23677114,0,1,4
3415,7760800,19912848,2,1,4
3416,628819,888827,1,1,4
3417,308643,310182,1,1,4
3418,3024981,23677116,4,1,4
3419,17197906,19584878,4,1,4
3420,3762872,11939185,3,1,3
3421,6988216,8489742,4,1,4
3422,113681,430406,3,1,10
3423,11145818,15461843,3,1,4
3424,6302320,13603290,3,1,4
3425,674359,23677116,4,1,4
3426,11213172,19117993,3,1,4
3427,2769195,3573409,4,1,4
3428,4683894,12428013,4,1,6
3429,18923523,23677118,0,1,4
3430,210006,601526,1,1,4
3431,3321177,23677119,0,1,4
3432,14841624,23677117,0,1,4
3433,12260713,21837100,3,1,10
3434,4992357,23677116,0,1,4
3435,19685311,21092340,3,1,4
3436,7760800,19643373,3,1,4
3437,17281069,23677116,0,1,4
3438,4870339,23677116,0,1,4
3439,1042184,7333455,3,1,3
3440,8437742,11540200,3,1,4
3441,19749815,23677119,0,1,4
3442,12759328,17573230,4,1,4
3443,2533570,8769373,1,1,3
3444,346058,597134,1,1,4
3445,98368,889519,1,1,4
3446,8694459,23677112,0,1,2
3447,14187481,22875895,3,1,2
3448,229795,952021,3,1,2
3449,1884023,4764618,1,1,3
3450,569812,848240,3,1,2
3451,16655691,23677114,0,1,4
3452,670011,17534703,3,1,4
3453,2141749,5021676,3,1,3
3454,8561731,18785060,4,1,10
3455,13463201,23677116,0,1,4
3456,948486,2668863,3,1,4
3457,12614305,16351776,2,1,4
3458,726934,23299412,3,1,2
3459,20306674,20696811,4,1,10
3460,17404534,23677115,3,1,4
3461,1037968,12232011,3,1,4
3462,16657253,23677118,4,1,4
3463,1895098,23677114,4,1,4
3464,4723745,16063556,3,1,3
3465,87685,813588,3,1,2
3466,4170423,23677114,0,1,4
3467,15431561,21186037,3,1,10
3468,689689,777609,1,1,4
3469,592597,20861925,4,1,3
3470,4579115,8917652,3,1,4
3471,12626920,21823682,4,1,4
3472,14598566,14988339,3,1,4
3473,20444148,23677118,0,1,4
3474,10425169,16810590,3,1,3
3475,5623479,12174402,3,1,3
3476,1421558,4623013,1,1,4
3477,10076077,19309971,3,1,4
3478,7309170,22677813,4,1,4
3479,3533700,22556550,4,1,4
3480,661,181591,1,1,4
3481,5414088,14164924,4,1,4
3482,44949,793635,1,1,4
3483,2530584,16700020,3,1,3
3484,12328424,20085210,3,1,4
3485,3768628,5055545,4,1,4
3486,11607314,23677111,0,1,2
3487,5048822,11968328,4,1,3
3488,4988270,6008880,4,1,37
3489,8416636,22022715,3,1,3
3490,16156303,23677114,4,1,4
3491,18542300,23677117,3,1,4
3492,10085826,13336051,4,1,4
3493,15363449,23677119,0,1,4
3494,15139597,23677119,0,1,4
3495,5878985,8748514,3,1,3
3496,7346958,7574033,3,1,3
3497,12678589,21870536,2,1,4
3498,2801437,16544386,3,1,3
3499,22704165,23390255,3,1,4
3500,820905,832329,1,1,4
3501,317855,11484416,3,1,4
3502,4586658,23677118,0,1,4
3503,7033475,23677114,0,1,4
3504,11818436,15409512,4,1,30
3505,17627331,23677146,0,1,7
3506,229795,438086,3,1,2
3507,887362,23677112,3,1,2
3508,2107034,18142979,3,1,4
3509,20239269,21348949,4,1,4
3510,4471001,12172484,2,1,4
3511,9149475,23677114,0,1,4
3512,10287987,14317425,2,1,4
3513,1477578,6959224,3,1,4
3514,10130814,23677133,4,1,7
3515,10851,804637,1,1,4
3516,10358890,23677119,0,1,4
3517,10826994,18288467,3,1,4
3518,4960419,10689659,3,1,4
3519,253661,689011,1,1,4
3520,8747840,20023016,3,1,4
3521,396354,843888,3,1,2
3522,3959503,13361852,4,1,4
3523,4193495,17076120,4,1,4
3524,6795580,16810590,3,1,3
3525,9385633,17630910,3,1,7
3526,411630,4518933,1,1,4
3527,10973759,23677118,4,1,4
3528,3239010,17128309,4,1,4
3529,1126225,5237257,3,1,4
3530,648565,23677115,0,1,4
3531,567476,3229361,4,1,4
3532,10353862,10824317,3,1,4
3533,3459078,10415388,3,1,4
3534,4776110,23677115,4,1,4
3535,10499956,23677114,0,1,4
3536,3109015,3768628,4,1,4
3537,16455929,23677119,0,1,4
3538,9450274,16931472,4,1,2
3539,943604,21513130,3,1,3
3540,8544629,22456976,4,1,4
3541,13783898,22993368,2,1,4
3542,764085,16166059,4,1,4
3543,840277,13307307,4,1,4
3544,22005074,23677112,0,1,2
3545,346058,839385,1,1,4
3546,15010588,23677115,3,1,4
3547,4851121,23677117,0,1,4
3548,7132185,16351776,2,1,4
3549,19142737,19643372,3,1,4
3550,3236017,16540473,3,1,4
3551,347631,960758,4,1,2
3552,3419825,5090669,3,1,4
3553,5335270,7904404,3,1,2
3554,975289,3061454,4,1,4
3555,8951478,9088945,4,1,2
3556,14566926,22323983,4,1,4
3557,17718487,23677116,0,1,4
3558,709767,838844,1,1,4
3559,607724,938889,1,1,4
3560,10106969,22899260,3,1,3
3561,9831421,23677119,0,1,4
3562,5138456,22301096,3,1,4
3563,12236729,12345227,3,1,4
3564,15741989,16556715,4,1,3
3565,13413103,23677119,3,1,4
3566,12561704,23677141,3,1,7
3567,12172485,14317425,2,1,4
3568,1462705,23677113,0,1,2
3569,1706023,20089257,4,1,4
3570,4447605,23677115,3,1,4
3571,3365624,19392399,3,1,10
3572,2532321,4623013,2,1,4
3573,4623476,23677114,0,1,4
3574,3762872,9918989,3,1,3
3575,18115173,22424633,3,1,4
3576,492619,555513,1,1,4
3577,414463,665978,1,1,4
3578,15363517,23677117,0,1,4
3579,4581365,9049569,4,1,10
3580,14879478,20587078,4,1,4
3581,119263,272355,1,1,4
3582,15311981,23677136,0,1,7
3583,16185374,23677116,0,1,4
3584,1042184,9526428,3,1,3
3585,142852,23677119,0,1,4
3586,11968328,13949581,3,1,3
3587,4648562,19471650,3,1,3
3588,4750746,23677115,0,1,4
3589,18820148,20492749,3,1,3
3590,16549992,19693671,3,1,3
3591,23610254,23677116,0,1,4
3592,15218033,23677117,4,1,4
3593,21039073,23677119,0,1,2
3594,7499186,16579945,4,1,4
3595,2373293,10899860,3,1,4
3596,137780,258490,1,1,4
3597,11145818,18115173,3,1,4
3598,4471001,14183084,1,1,4
3599,1458628,16388707,1,1,4
3600,11658686,18976771,4,1,4
3601,10447782,23677118,0,1,4
3602,181591,945607,1,1,4
3603,12243391,14091098,4,1,3
3604,2761908,23677113,4,1,2
3605,6230835,23677115,0,1,4
3606,17156131,23413733,3,1,4
3607,5551393,17037028,3,1,3
3608,16864880,18820148,3,1,3
3609,738946,852143,3,1,2
3610,3883870,11419588,3,1,3
3611,5179473,23677115,4,1,4
3612,4928350,6226250,4,1,3
3613,8869068,23677111,0,1,2
3614,3008655,14807299,4,1,4
3615,9756366,17482505,4,1,4
3616,1730524,1760352,3,1,10
3617,15515642,17439818,3,1,4
3618,16060360,23677117,0,1,4
3619,10654182,23677112,0,1,2
3620,4471000,8793825,1,1,4
3621,6983481,23677118,0,1,4
3622,2533570,22312282,1,1,3
3623,9756057,20091126,3,1,4
3624,2972550,23677119,0,1,4
3625,11238608,23677114,0,1,4
3626,14548507,19026786,3,1,3
3627,161760,892621,1,1,4
3628,6920765,13295656,3,1,7
3629,3635291,19869683,3,1,3
3630,586503,950938,1,1,4
3631,7132185,12614305,1,1,4
3632,2538511,14157859,3,1,4
3633,13227214,23677114,0,1,4
3634,10369570,13812091,3,1,4
3635,137600,765103,1,1,4
3636,2188303,16544386,3,1,3
3637,2532321,7460369,3,1,4
3638,12499532,22948959,3,1,4
3639,3616724,23031483,4,1,4
3640,7922492,16537089,3,1,3
3641,20841292,21161481,4,1,4
3642,12985350,13481042,3,1,3
3643,18032610,23677116,0,1,4
3644,13221681,23677119,4,1,4
3645,17126988,23677118,0,1,4
3646,6886408,18115314,3,1,3
3647,3021780,3026763,3,1,10
3648,2602107,3024983,4,1,4
3649,7252311,23677115,0,1,4
3650,3704402,23677111,0,1,2
3651,14317426,21488868,2,1,4
3652,7344728,8908943,3,1,3
3653,534739,709584,1,1,4
3654,4716110,20749219,3,1,4
3655,12705522,23677119,4,1,4
3656,17467385,18099086,4,1,4
3657,200484,1668091,3,1,7
3658,333433,892621,1,1,4
3659,4710943,12757148,4,1,4
3660,7245722,18390011,3,1,2
3661,3903350,4518934,3,1,4
3662,12120684,15500892,3,1,3
3663,6166363,11394767,3,1,3
3664,2655964,23677118,0,1,4
3665,17815062,18828007,3,1,3
3666,3050742,7505934,3,1,3
3667,13603290,14390569,4,1,4
3668,601908,841724,1,1,4
3669,6814854,11319480,2,1,4
3670,9217,574279,1,1,2
3671,11716816,13783549,3,1,4
3672,3467482,11940679,4,1,4
3673,3229363,22274573,3,1,4
3674,8258909,18935118,3,1,4
3675,16545678,23047155,4,1,4
3676,3903350,16388707,3,1,4
3677,14317757,23677118,0,1,4
3678,6371582,9647574,4,1,10
3679,1613935,5035872,3,1,4
3680,13961100,16142591,3,1,11
3681,6096495,17090059,0,1,3
3682,12345227,18600879,3,1,4
3683,6382620,18314468,3,1,3
3684,1115284,13348537,4,1,2
3685,4618237,20725036,3,1,4
3686,9590327,10942052,3,1,4
3687,789472,5859989,4,1,10
3688,5237257,18489831,3,1,4
3689,970638,13946197,4,1,3
3690,8639730,13337915,3,1,3
3691,21080162,23677136,0,1,7
3692,13822269,22899270,3,1,3
3693,1685861,17360683,3,1,3
3694,7464991,14050308,4,1,10
3695,373447,839266,1,1,2
3696,948487,13028547,1,1,4
3697,20418573,23191460,3,1,3
3698,9487010,17787699,3,1,3
3699,169612,15333826,3,1,3
3700,8843442,18748516,3,1,4
3701,5922297,23677115,3,1,4
3702,1300182,6096495,0,1,3
3703,367771,16224017,2,1,4
3704,530882,832329,1,1,4
3705,2807585,23191460,3,1,3
3706,21441,23677118,0,1,4
3707,16164368,22654851,1,1,3
3708,7041871,13696846,3,1,7
3709,12650990,23677119,0,1,4
3710,14736188,20691789,3,1,4
3711,7682648,8567304,4,1,4
3712,1458629,5751314,3,1,4
3713,250596,2668853,3,1,4
3714,7504901,17158020,3,1,3
3715,3533700,13653107,4,1,4
3716,2017833,19026786,3,1,3
3717,9730236,10942052,3,1,4
3718,324677,3609806,4,1,2
3719,2800105,23677117,3,1,4
3720,15034107,19685311,3,1,4
3721,11213172,14168494,3,1,4
3722,8489742,14157859,3,1,4
3723,1702412,23677114,4,1,4
3724,9398635,17447923,3,1,2
3725,19252915,23677115,0,1,4
3726,13339653,18456843,4,1,4
3727,20761702,21561833,4,1,4
3728,206397,852143,3,1,2
3729,637320,6171420,4,1,4
3730,665978,850680,1,1,4
3731,3667136,20368648,3,1,4
3732,7422454,16588230,4,1,4
3733,10685269,23058336,3,1,4
3734,79355,804637,1,1,4
3735,3536332,15328073,3,1,3
3736,970639,9983984,3,1,3
3737,1208401,8848809,3,1,3
3738,8546232,13812091,4,1,4
3739,16038356,19121580,3,1,3
3740,5195056,12530708,4,1,4
3741,1760351,16511009,3,1,10
3742,9945506,17391463,4,1,3
3743,1050422,21827619,3,1,3
3744,10264652,14502142,4,1,4
3745,762814,16892512,3,1,4
3746,13940356,22530929,3,1,3
3747,115129,17630906,3,1,7
3748,18011804,19445719,4,1,6
3749,5102752,7019244,3,1,4
3750,13783898,14183084,2,1,4
3751,288695,17212288,3,1,4
3752,17033045,23677116,0,1,4
3753,38361,861011,1,1,4
3754,10810453,23677118,0,1,4
3755,9590327,21386162,3,1,4
3756,4689088,23677119,3,1,4
3757,10824317,11481709,4,1,4
3758,13974204,20815980,3,1,3
3759,81287,433062,1,1,4
3760,9891128,20310134,4,1,4
3761,14288306,18820148,3,1,3
3762,10205542,22899738,3,1,3
3763,1785987,9099457,3,1,3
3764,13515927,23677114,0,1,4
3765,91017,310182,1,1,4
3766,19002385,23677119,0,1,4
3767,10318446,10685269,3,1,4
3768,3657704,23677117,4,1,4
3769,3803030,21756553,3,1,2
3770,9563,736738,1,1,4
3771,12895398,23677119,0,1,4
3772,2188303,22991275,3,1,3
3773,13771944,16556716,3,1,3
3774,4056444,20267318,3,1,3
3775,1188100,1706023,4,1,4
3776,13361852,21680551,3,1,4
3777,6322468,10350952,3,1,3
3778,9592646,14341904,3,1,4
3779,18910062,23677117,4,1,4
3780,6906419,19206412,3,1,3
3781,2603467,23677116,0,1,4
3782,3768629,16351775,2,1,4
3783,13396233,20741536,3,1,4
3784,10205542,16589432,3,1,3
3785,8273324,18516388,4,1,4
3786,689689,755203,1,1,4
3787,18586833,23677117,3,1,4
3788,5620793,9983984,3,1,3
3789,2241900,23290018,3,1,3
3790,223969,864227,1,1,10
3791,11548511,19142737,1,1,4
3792,1769771,20691789,3,1,4
3793,3512882,7480197,3,1,10
3794,18099260,19240485,4,1,4
3795,831649,2711644,1,1,4
3796,3613198,19868933,3,1,4
3797,6527977,10656323,3,1,4
3798,292999,567313,1,1,4
3799,10689659,20601755,3,1,4
3800,12069889,23677114,0,1,4
3801,15982225,16030263,3,1,3
3802,76427,130541,1,1,2
3803,18065573,21808205,3,1,2
3804,14055239,23677116,4,1,4
3805,17242783,23677119,0,1,4
3806,5688436,23677116,0,1,4
3807,19476238,23677115,4,1,4
3808,189986,827646,1,1,10
3809,16000974,23677118,0,1,4
3810,62362,689011,1,1,4
3811,8117216,8966081,4,1,4
3812,861011,11562158,4,1,4
3813,13361852,18142979,3,1,4
3814,7460369,19643373,3,1,4
3815,19165938,23677118,0,1,4
3816,22549216,23677117,4,1,4
3817,21802595,23677114,0,1,4
3818,15461843,20806023,1,1,4
3819,8612648,12678589,1,1,4
3820,22654851,22899260,3,1,3
3821,13020691,14091098,3,1,3
3822,1048705,20485072,3,1,3
3823,6399107,14702119,3,1,4
3824,15968019,16250771,3,1,3
3825,10697587,14770723,3,1,4
3826,8678081,13414771,3,1,3
3827,234104,20586748,3,1,3
3828,467550,861011,1,1,4
3829,11517213,20841292,3,1,4
3830,16378239,20215222,4,1,4
3831,10318835,13031531,3,1,3
3832,44949,161844,1,1,4
3833,2141749,15894276,2,1,3
3834,10251387,13691658,4,1,4
3835,292999,896372,1,1,4
3836,108845,471804,1,1,2
3837,8328527,9168699,4,1,10
3838,9096319,18192940,4,1,10
3839,113681,189986,3,1,10
3840,2046158,22022886,3,1,2
3841,149935,820872,1,1,4
3842,223969,23016349,4,1,10
3843,628819,765103,1,1,4
3844,3495460,19947814,3,1,10
3845,751335,820905,1,1,4
3846,1037968,3078767,3,1,4
3847,6259912,23677119,3,1,4
3848,1884023,2533570,1,1,3
3849,10047344,23677112,0,1,2
3850,13908,885948,1,1,2
3851,13450574,22312282,3,1,3
3852,19849797,19926877,3,1,4
3853,8496070,12461924,3,1,4
3854,23677133,23677135,3,1,7
3855,6244937,7132186,1,1,4
3856,4385640,22301096,3,1,4
3857,112491,364438,1,1,4
3858,3360321,23677117,3,1,4
3859,6371585,6371607,3,1,10
3860,12069890,23677118,0,1,4
3861,6814854,16466519,1,1,4
3862,6226270,14711051,3,1,4
3863,9996334,14713986,3,1,3
3864,1008331,23403205,4,1,4
3865,5638421,13212350,3,1,4
3866,18147837,23677117,0,1,4
3867,1007649,23677114,0,1,4
3868,1023289,4569312,3,1,3
3869,569269,942693,1,1,4
3870,13616724,17999460,4,1,4
3871,3709102,15165294,3,1,10
3872,3608108,15894276,2,1,3
3873,9796161,19826765,3,1,3
3874,13372351,23677118,0,1,4
3875,1725724,4519500,4,1,4
3876,16542977,23677118,0,1,4
3877,2883828,9261908,4,1,4
3878,54608,23677115,0,1,4
3879,16994690,23677119,0,1,4
3880,47337,78966,1,1,4
3881,4175114,23677117,0,1,4
3882,21338361,23677116,4,1,4
3883,7911674,11090451,3,1,3
3884,5623479,19693671,3,1,3
3885,2915107,16851956,4,1,4
3886,579636,23677117,0,1,4
3887,17930257,21754657,3,1,4
3888,810884,18340402,4,1,4
3889,14561087,23677119,0,1,4
3890,13902981,21488868,2,1,4
3891,506382,738946,3,1,2
3892,810724,810884,1,1,4
3893,22143609,23677113,0,1,2
3894,3108499,17927694,3,1,4
3895,5751155,23677114,0,1,4
3896,5193080,23677116,0,1,4
3897,7872659,17871427,4,1,4
3898,5709508,23677134,0,1,7
3899,288695,17415423,3,1,4
3900,3419825,7713594,3,1,4
3901,16226357,20485072,3,1,3
3902,1966262,8931241,4,1,4
3903,6188784,13783549,3,1,4
3904,8562370,23677116,0,1,4
3905,5956360,13139267,4,1,3
3906,62362,420619,1,1,4
3907,255401,21431679,3,1,2
3908,9481276,12440171,3,1,4
3909,13177732,23677115,0,1,4
3910,250595,22993367,1,1,4
3911,1760351,4411141,3,1,10
3912,10760907,13254235,4,1,4
3913,3883870,21585427,3,1,3
3914,948487,18269745,1,1,4
3915,668660,751335,1,1,4
3916,2711645,9088422,2,1,4
3917,18850012,23585932,4,1,4
3918,14264322,23677116,0,1,4
3919,7316990,23677114,0,1,4
3920,3672078,10682592,4,1,4
3921,19515832,20603864,3,1,3
3922,831649,6061403,2,1,4
3923,1966262,13028547,2,1,4
3924,11677415,18688737,4,1,4
3925,14287646,15460365,3,1,3
3926,2711644,6244937,2,1,4
3927,4542694,16788944,4,1,4
3928,81754,22486940,3,1,7
