,id,func,code
9173,13837593,7,"    public Item dequeue() {
        if (isEmpty()) {
            throw new NoSuchElementException();
        }
        int random = StdRandom.uniform(N);
        Node n = (Node) array[random];
        Item item = n.item;
        Node prev = n.previous;
        Node next = n.next;
        if (prev == null) {
            if (next == null) {
                first = null;
                last = null;
                N--;
            } else {
                first = next;
                first.previous = null;
                N--;
            }
        } else {
            if (next == null) {
                last = n.previous;
                last.next = null;
                N--;
            } else {
                prev.next = n.next;
                next.previous = prev;
                N--;
            }
        }
        for (int i = random; i < N; i++) {
            array[i] = array[i + 1];
        }
        return item;
    }
"
11294,17323499,7,"    public static PredictionData deserialize(File dbFile) throws IOException, DataFileException {
        if ((dbFile == null) || (!dbFile.exists())) {
            return null;
        }
        FileInputStream fis = new FileInputStream(dbFile);
        CsvReader reader = new CsvReader(fis);
        String[] values = reader.getNextValidLine();
        int peptideCount = Integer.parseInt(values[0]);
        int initialCapacity = 5 * peptideCount / 4;
        int alleleCount = values.length - 1;
        String[] alleles = new String[alleleCount];
        for (int i = 0; i < alleleCount; i++) {
            alleles[i] = values[i + 1];
        }
        PredictionData result = new PredictionData(alleles, initialCapacity);
        while ((values = reader.getNextValidLine()) != null) {
            if (values.length != alleleCount + 1) {
                throw new DataFileException(""Error at line "" + reader.getLineNumber() + "" of file "" + dbFile.getCanonicalPath() + "": incorrect number of values, expected "" + (alleleCount + 1) + "", found "" + values.length);
            }
            String peptide = values[0];
            float[] predValues = new float[alleles.length];
            for (int i = 0; i < alleleCount; i++) {
                predValues[i] = PredictionData.NO_PREDICTION;
                String valueString = values[i + 1];
                if ((valueString != null) && (valueString.length() > 0)) {
                    try {
                        predValues[i] = Float.parseFloat(valueString);
                    } catch (Exception e) {
                        throw new DataFileException(""Error at line "" + reader.getLineNumber() + "" of file "" + dbFile.getCanonicalPath() + "": value for "" + alleles[i] + "" is not a valid number. Value found: "" + valueString);
                    }
                }
            }
            result.setPredictions(peptide, predValues);
        }
        fis.close();
        return result;
    }
"
8011,11703169,7,"    public IBond removeBond(int position) {
        IBond bond = bonds[position];
        bond.removeListener(this);
        for (int i = position; i < bondCount - 1; i++) {
            bonds[i] = bonds[i + 1];
        }
        bonds[bondCount - 1] = null;
        bondCount--;
        notifyChanged();
        return bond;
    }
"
4787,5496245,7,"    public void randomize(IntegerChromosome chrom, int min, int max) {
        int len = max - min + 1;
        int[] base = new int[len];
        for (int i = 0; i < len; i++) base[i] = chrom.getValue(min + i);
        for (int i = 0; len > 0; --len, ++i) {
            int pos = Random.getInstance().nextInt(0, len);
            chrom.setValue(min + i, base[pos]);
            for (int j = pos; j < (len - 1); j++) {
                base[j] = base[j + 1];
            }
        }
    }
"
8137,12248116,7,"    public void deleteItem(int posToDelete) {
        for (int i = posToDelete; i < size - 1; i++) {
            A[i] = A[i + 1];
            B[i] = B[i + 1];
            similarity[i] = similarity[i + 1];
        }
        size--;
    }
"
1533,727155,7,"    public void readCommand(OsProcess proc) {
        String input = null;
        try {
            while ((input = in.readLine()) == null) ;
        } catch (IOException e) {
            System.err.println(""readCommand failed."");
            System.exit(1);
        }
        String[] words = toArgs(input);
        if (words != null) {
            if (words.length != 0) {
                cmd = words[0];
                args = new String[words.length - 1];
                for (int i = 0; i < args.length; ++i) args[i] = words[i + 1];
            }
        }
    }
"
10467,16035291,7,"    private void condenseArray(int start) {
        for (int i = start; i < size; i++) {
            values[i] = values[i + 1];
        }
    }
"
9199,13904321,7,"    public void reComputeFunctionValueAndGradient(double[] weights) {
        double[] weights2 = weights;
        if (shouldComputeGradientForScalingFactor) {
            if (weights.length != numFeatures + 1) {
                System.out.println(""number of weights is not right"");
                System.exit(1);
            }
            scalingFactor = weights[0];
            weights2 = new double[numFeatures];
            for (int i = 0; i < numFeatures; i++) weights2[i] = weights[i + 1];
        }
        for (int i = 0; i < numFeatures; i++) gradientsForTheta[i] = 0;
        if (shouldComputeGradientForScalingFactor) gradientForScalingFactor = 0;
        functionValue = 0;
        redoCorpusInference(weights2, scalingFactor);
        computeCorpusGradient(weights2, gradientsForTheta, temperature, scalingFactor);
        computeCorpusFuncVal(temperature);
    }
"
9593,14370631,7,"    public Object apply(Context context, Object[] args) {
        if (args.length < 1) {
            throw new BadArgument(""Wrong number of arguments to bind()"");
        }
        if (args[0] == null) {
            throw new NullArgument(""Null first argument to bind()"");
        }
        if (!(args[0] instanceof Function)) {
            throw new TypeError(""First argument to bind() not a function"");
        }
        if (args.length == 1) {
            return args[0];
        }
        Object[] objs = new Object[args.length - 1];
        for (int i = 0; i < objs.length; ++i) {
            objs[i] = args[i + 1];
        }
        return new BoundLastFunction((Function) args[0], objs);
    }
"
10730,16405052,7,"    void setSources(int nArgs, FtsAtom[] args) {
        sources = new String[nArgs / 2];
        sourceChannels = new int[nArgs / 2];
        int j = 0;
        for (int i = 0; i < nArgs; i += 2) {
            sources[j] = args[i].symbolValue.toString();
            sourceChannels[j] = args[i + 1].intValue;
            j++;
        }
        if (listener != null) listener.sourcesChanged();
    }
"
