,id1,id2,func,type,train
515,20253121,23677157,13,0,1
516,20277574,23677155,13,0,1
517,20277574,23677156,13,0,1
518,7848932,17621072,13,4,1
518,2086683,23677144,7,4,1
518,20277574,23677157,13,0,1
519,20336961,23677155,13,0,1
520,20336961,23677156,13,0,1
521,3596828,7079645,13,4,1
521,20336961,23677157,13,0,1
521,739813,3868943,44,4,1
522,20387184,23677155,13,0,1
523,20387184,23677156,13,0,0
524,20387184,23677157,13,0,1
525,20387187,23677155,13,0,1
526,20387187,23677156,13,0,0
527,843063,9755674,44,4,1
527,20387187,23677157,13,0,0
527,3596828,6644705,13,4,1
528,20635236,23677155,13,0,1
528,3596828,7839340,13,4,0
528,843063,950313,44,4,0
529,20635236,23677156,13,0,0
530,20635236,23677157,13,0,1
531,20765197,23677155,13,0,1
532,3596828,22961758,13,4,0
532,20765197,23677156,13,0,1
532,843063,22060129,44,4,1
533,20765197,23677157,13,0,0
533,12934,531920,44,4,1
534,20867230,23677155,13,0,1
535,3596828,10258420,13,4,1
535,20867230,23677156,13,0,1
535,422433,739813,44,4,1
536,20867230,23677157,13,0,0
537,21135057,23677155,13,0,1
538,521113,23677144,7,4,1
538,21135057,23677156,13,0,0
539,21135057,23677157,13,0,0
540,21360254,23677155,13,0,1
541,21360254,23677156,13,0,1
542,21360254,23677157,13,0,0
542,222982,23677143,7,0,1
543,3596828,19654783,13,4,1
543,21516361,23677155,13,0,0
543,187827,531920,44,4,1
544,187827,22060129,44,4,0
544,3596828,17510245,13,4,1
544,21516361,23677156,13,0,1
546,21561478,23677155,13,0,1
547,21561478,23677156,13,0,0
548,21561478,23677157,13,0,1
549,21625693,23677155,13,0,0
550,21625693,23677156,13,0,1
551,21625693,23677157,13,0,1
552,21668962,23677155,13,0,1
553,21668962,23677156,13,0,1
554,3596828,10917227,13,4,0
554,187827,16152856,44,4,1
554,21668962,23677157,13,0,1
555,21977662,23677155,13,0,1
555,187827,13839383,44,4,1
556,21977662,23677156,13,0,1
557,21977662,23677157,13,0,0
557,12934,136941,44,4,1
557,3596828,17621073,13,4,1
558,22230122,23677155,13,0,1
559,22230122,23677156,13,0,1
560,22230122,23677157,13,0,1
561,22485235,23677155,13,0,1
562,22485235,23677156,13,0,1
563,22485235,23677157,13,0,1
564,187827,4758170,44,4,1
564,3596828,16677102,13,4,1
564,22513684,23677155,13,0,0
565,22513684,23677156,13,0,1
565,3596828,8586224,13,4,0
566,22513684,23677157,13,0,1
566,245876,23677139,7,0,1
567,3596828,13088707,13,4,0
567,136941,379079,44,4,1
568,2451218,3596828,13,4,0
568,103828,379079,44,4,1
569,22513686,23677157,13,0,1
571,22697396,23677156,13,0,1
572,379079,13839383,44,4,1
572,3596828,7200130,13,4,1
572,22697396,23677157,13,0,1
573,22801753,23677155,13,0,1
574,22801753,23677156,13,0,1
575,22801753,23677157,13,0,1
576,22801754,23677155,13,0,1
577,22801754,23677156,13,0,1
578,22801754,23677157,13,0,1
580,23128478,23677156,13,0,1
581,23128478,23677157,13,0,1
581,3596828,13140215,13,4,1
581,227071,8972522,44,4,0
583,23303673,23677156,13,0,1
584,23303673,23677157,13,0,1
594,227071,3868943,44,4,1
596,15064,6644705,13,4,1
598,359835,8972522,44,4,1
599,15064,2423912,13,4,0
601,136941,359835,44,4,1
602,103828,359835,44,4,1
605,15064,6138230,13,4,0
610,15064,13912756,13,4,1
611,15064,19654781,13,4,1
612,227071,950313,44,4,1
617,15064,16380022,13,4,1
620,15064,17621071,13,4,1
624,21273051,23677144,7,4,1
632,15064,9883524,13,4,1
637,689531,16152856,44,4,1
642,136941,259442,44,4,1
644,259442,917316,44,4,1
649,15064,13140215,13,4,1
650,15064,19654782,13,4,1
650,80860,950313,44,4,1
651,15064,3894025,13,4,0
655,15064,7670209,13,4,1
657,7079645,17621068,13,4,1
662,7079645,7839340,13,4,0
670,6138230,7079645,13,4,1
676,531920,820621,44,4,1
677,7079645,19654783,13,4,1
678,7079645,17510245,13,4,1
679,531920,789018,44,4,1
679,7079645,9210368,13,4,1
680,487412,531920,44,4,1
685,63416,531920,44,4,1
693,531920,801886,44,4,1
693,7079645,21745053,13,4,0
695,1721214,7079645,13,4,1
695,531920,936423,44,4,0
700,540829,7079645,13,4,1
705,628864,7079645,13,4,1
708,323857,23677141,7,0,1
718,281391,531920,44,4,1
724,3338750,23677146,7,4,1
727,473025,531920,44,4,1
729,292889,531920,44,4,1
735,344390,23677140,7,0,0
736,344390,23677141,7,0,1
741,3596848,10496866,13,4,1
741,531920,546905,44,4,0
741,101811,23677146,7,4,1
744,370546,531920,44,4,1
747,6925921,23677146,7,4,1
748,531920,4128381,44,4,1
755,160204,531920,44,4,0
755,10496866,10917227,13,4,0
759,531920,812839,44,4,1
759,10496866,11205237,13,4,1
761,120777,531920,44,4,1
764,10731,531920,44,4,1
764,352574,23677141,7,0,1
765,217749,531920,44,4,1
765,10496866,16677102,13,4,1
767,540829,10496866,13,4,1
772,531920,950313,44,4,1
772,628864,10496866,13,4,1
772,7327761,23677146,7,4,0
783,10496866,22181822,13,4,1
783,234582,531920,44,4,1
785,531920,910478,44,4,0
786,3894025,10496866,13,4,0
787,531920,755766,44,4,1
787,10496866,12962394,13,4,1
789,124387,531920,44,4,1
789,7848932,10496866,13,4,1
790,7670209,10496866,13,4,1
790,305471,531920,44,4,1
794,379353,23677143,7,0,0
794,531920,946510,44,4,1
798,531920,748153,44,4,0
805,157777,531920,44,4,1
807,5936119,17621068,13,4,1
809,422433,531920,44,4,1
811,396827,531920,44,4,1
811,9221721,23677137,7,4,1
812,2949081,17621068,13,4,1
812,531920,741288,44,4,1
817,16677102,17621068,13,4,1
819,540829,17621068,13,4,1
821,2451218,17621068,13,4,1
828,11335657,23677137,7,4,1
829,3596847,17621068,13,4,1
831,10868405,17621068,13,4,1
831,383564,22060129,44,4,1
839,939304,3868943,44,4,1
839,11939522,23677137,7,4,1
840,939304,16152856,44,4,1
841,7670209,17621068,13,4,1
842,59199,136941,44,4,0
844,59199,917316,44,4,0
845,11392861,14009710,13,4,1
850,17583188,23677137,7,4,1
857,5936119,14009710,13,4,1
857,59199,4128381,44,4,0
858,5226973,14009710,13,4,1
859,541800,590962,44,4,1
862,541800,9755674,44,4,1
862,403888,23677141,7,0,1
867,14009710,17467511,13,4,1
869,540829,14009710,13,4,1
874,4490317,14009710,13,4,0
874,820621,9755674,44,4,1
879,10868405,14009710,13,4,1
884,412881,23677135,7,0,1
889,632530,6644705,13,4,1
889,541800,13839383,44,4,1
897,670344,950313,44,4,1
902,416525,23677139,7,0,0
911,670344,917316,44,4,1
914,420195,23677137,7,0,1
925,430591,23677134,7,0,1
926,632530,16677102,13,4,1
927,590962,947100,44,4,1
927,430591,23677136,7,0,1
929,250687,590962,44,4,1
929,632530,2451218,13,4,1
930,136067,590962,44,4,1
930,632530,10366826,13,4,1
931,632530,8533735,13,4,1
932,281236,590962,44,4,1
932,632530,7200130,13,4,1
937,632530,3596847,13,4,1
940,632530,3596849,13,4,1
941,632530,13140215,13,4,1
942,590962,725500,44,4,1
944,632530,1313371,13,4,1
945,590962,853456,44,4,0
952,7357528,11392861,13,4,1
958,7357528,10258420,13,4,1
964,7357528,13912756,13,4,1
965,590962,695789,44,4,0
965,7357528,19654781,13,4,1
970,11374801,23677136,7,4,1
978,7357528,17621073,13,4,1
979,7357528,21745053,13,4,0
986,540829,7357528,13,4,0
993,22486941,23677136,7,4,1
998,590962,858381,44,4,1
998,7357528,19654780,13,4,0
1000,3596849,7357528,13,4,1
1002,101811,23677136,7,4,0
1005,3894025,7357528,13,4,1
1005,590962,718536,44,4,1
1010,235425,590962,44,4,0
1011,242004,590962,44,4,0
1017,6138230,6644705,13,4,0
1018,6644705,20328640,13,4,1
1022,468621,23677133,7,0,1
1022,22888751,23677136,7,4,1
1025,590962,910478,44,4,1
1027,6644705,20740028,13,4,1
1027,590962,755766,44,4,1
1029,124387,590962,44,4,1
1029,6644705,16380022,13,4,0
1032,6644705,17621071,13,4,1
1032,590962,682345,44,4,1
1033,6644705,13160464,13,4,1
1036,6644705,7436917,13,4,1
1036,403115,590962,44,4,1
1037,2949081,6644705,13,4,1
1039,21273059,23677136,7,4,1
1041,6644705,7839341,13,4,1
1041,28333,590962,44,4,1
1047,311165,590962,44,4,1
1048,6644705,13088707,13,4,1
1048,469060,590962,44,4,0
1053,494899,23677136,7,0,1
1055,278438,590962,44,4,1
1057,3596847,6644705,13,4,1
1058,6644705,19654780,13,4,0
1061,789018,16152856,44,4,1
1061,494899,23677144,7,0,1
1064,202241,8972522,44,4,1
1064,1313371,6644705,13,4,1
1068,21273058,23677139,7,4,1
1071,487412,3868943,44,4,0
1073,487412,13839383,44,4,1
1073,7839340,22961758,13,4,1
1075,4490316,7839340,13,4,1
1075,202241,4758170,44,4,1
1078,202241,23355904,44,4,1
1083,7839340,10917227,13,4,1
1084,2949081,7839340,13,4,1
1084,487412,9755674,44,4,1
1087,518518,23677142,7,0,1
1087,1721214,7839340,13,4,1
1088,7839340,9883524,13,4,1
1089,540829,7839340,13,4,1
1089,202241,917316,44,4,0
1094,487412,10067403,44,4,1
1097,428049,8972522,44,4,1
1098,3596849,7839340,13,4,1
1100,428049,10067403,44,4,1
1100,7839340,22181822,13,4,1
1102,3894025,7839340,13,4,1
1103,63416,23355904,44,4,1
1106,2423912,11392861,13,4,1
1106,162827,23355904,44,4,1
1113,11392861,20328640,13,4,1
1114,454280,23355904,44,4,1
1114,2315719,11392861,13,4,1
1114,465616,23677139,7,4,0
1116,3596848,11392861,13,4,1
1117,11392861,13912756,13,4,0
1123,116118,23355904,44,4,0
1123,5936119,11392861,13,4,1
1123,534543,23677136,7,0,0
1124,11392861,16380022,13,4,1
1125,174086,23355904,44,4,1
1127,202150,23355904,44,4,1
1128,11392861,13160464,13,4,1
1133,299388,23355904,44,4,1
1134,11392861,21745053,13,4,0
1135,7839341,11392861,13,4,1
1139,534601,23677138,7,0,1
1149,947100,13839383,44,4,1
1149,11392861,19076717,13,4,1
1151,63416,4128381,44,4,1
1161,63416,10067403,44,4,1
1161,11392861,12962394,13,4,0
1163,549749,23677134,7,0,1
1174,2423912,20740028,13,4,1
1177,454856,23355904,44,4,0
1177,2423912,5226973,13,4,1
1178,19260977,23677138,7,4,1
1188,279854,23355904,44,4,1
1206,718536,23355904,44,4,1
1207,966813,22961758,13,4,0
1207,10731,23355904,44,4,1
1208,966813,13088706,13,4,1
1208,481375,23677138,7,4,1
1208,217749,23355904,44,4,1
1213,242004,23355904,44,4,1
1213,966813,2315719,13,4,1
1217,891550,23677138,7,4,1
1220,745910,23355904,44,4,1
1221,128025,23355904,44,4,1
1222,966813,5936119,13,4,1
1222,461150,23355904,44,4,1
1225,966813,17621069,13,4,1
1225,574984,23677140,7,0,0
1226,966813,17621071,13,4,1
1229,966813,10917227,13,4,1
1231,966813,2949081,13,4,1
1234,474315,23355904,44,4,1
1237,20548201,23677138,7,4,1
1241,540829,966813,13,4,1
1242,966813,13088707,13,4,1
1244,28333,23355904,44,4,1
1254,589679,23677141,7,0,0
1259,966813,1313371,13,4,1
1260,966813,3894025,13,4,1
1260,947100,8972522,44,4,1
1261,947100,4128381,44,4,1
1261,593253,23677134,7,0,0
1261,21273056,23677138,7,4,0
1263,947100,950313,44,4,1
1263,966813,7848932,13,4,0
1264,966813,7670209,13,4,0
1264,422433,947100,44,4,1
1266,4490316,22961758,13,4,1
1269,20328640,22961758,13,4,0
1271,250687,8972522,44,4,1
1272,3596848,22961758,13,4,1
1275,709510,23677138,7,4,1
1283,136941,250687,44,4,0
1286,10917227,22961758,13,4,0
1288,250687,13839383,44,4,1
1289,17621073,22961758,13,4,1
1289,136067,10067403,44,4,1
1295,9883524,22961758,13,4,1
1295,162827,3868943,44,4,1
1298,250687,4758170,44,4,1
1302,8533735,22961758,13,4,0
1307,281236,4128381,44,4,1
1309,3596847,22961758,13,4,1
1309,281236,950313,44,4,1
1310,621550,23677141,7,0,1
1313,13140215,22961758,13,4,0
1321,7670209,22961758,13,4,1
1321,497855,8972522,44,4,1
1323,3197876,23677141,7,4,1
1326,2315719,13088706,13,4,1
1328,14632238,23677141,7,4,1
1330,13088706,19654781,13,4,1
1337,13088706,13160464,13,4,1
1337,174086,8972522,44,4,0
1338,13088706,22648484,13,4,1
1344,162827,13839383,44,4,0
1344,7839341,13088706,13,4,0
1346,626857,23677135,7,0,1
1350,286788,8972522,44,4,1
1350,7635628,23677141,7,4,1
1351,913382,8972522,44,4,1
1352,628864,13088706,13,4,1
1352,65492,8972522,44,4,1
1355,17630910,23677141,7,4,1
1359,103828,8972522,44,4,1
1360,147667,8972522,44,4,0
1362,695789,8972522,44,4,1
1362,13088706,13140215,13,4,0
1366,3894025,13088706,13,4,1
1368,5172908,13088706,13,4,0
1369,22307690,23677141,7,4,1
1370,296921,8972522,44,4,1
1375,111977,8972522,44,4,1
1378,4490316,19654781,13,4,0
1378,53655,8972522,44,4,1
1381,891389,8972522,44,4,1
1385,211684,8972522,44,4,1
1393,657257,23677140,7,0,1
1398,812839,8972522,44,4,0
1399,726690,23677141,7,4,1
1399,8972522,16152856,44,4,0
1402,661927,23677135,7,0,1
1402,718536,8972522,44,4,1
1407,628864,4490316,13,4,0
1407,238319,8972522,44,4,1
1408,21273051,23677141,7,4,1
1411,661927,23677144,7,0,1
1412,928483,8972522,44,4,1
1413,4490316,19654780,13,4,1
1418,4490316,19654782,13,4,1
1419,1313371,4490316,13,4,1
1420,3894025,4490316,13,4,1
1421,151792,23677141,7,4,0
1423,673501,8972522,44,4,1
1427,2315719,10258420,13,4,1
1429,3596848,10258420,13,4,0
1429,305471,8972522,44,4,1
1431,682345,8972522,44,4,0
1432,681078,8972522,44,4,1
1432,10258420,19654783,13,4,1
1434,8359775,23677140,7,4,1
1435,10258420,20740028,13,4,1
1436,165906,8972522,44,4,1
1442,631361,8972522,44,4,1
1444,7436917,10258420,13,4,1
1451,741288,8972522,44,4,1
1453,10258420,16677102,13,4,1
1454,683955,23677145,7,0,1
1456,10258420,13088707,13,4,1
1457,2067794,23677140,7,4,1
1461,801886,4128381,44,4,0
1462,801886,9755674,44,4,0
1463,10258420,19076717,13,4,1
1465,10258420,20328639,13,4,1
1468,10258420,10868405,13,4,1
1470,19972831,23677140,7,4,1
1474,103828,801886,44,4,1
1474,3894025,10258420,13,4,1
1475,10258420,12962394,13,4,1
1486,6138230,17621069,13,4,1
1487,6138230,17621071,13,4,1
1488,801886,22060129,44,4,1
1491,821502,950313,44,4,1
1496,22307690,23677140,7,4,1
1497,821502,13839383,44,4,1
1498,6138230,10366826,13,4,1
1503,936423,3868943,44,4,0
1503,6138230,6938966,13,4,1
1505,936423,13839383,44,4,1
1507,3596849,6138230,13,4,0
1509,6138230,22181822,13,4,1
1509,936423,9755674,44,4,1
1511,3894025,6138230,13,4,1
1512,5172908,6138230,13,4,1
1513,6138230,7848932,13,4,1
1514,6138230,7670209,13,4,1
1516,21273052,23677140,7,4,0
1517,454280,3868943,44,4,1
1518,19654781,20328640,13,4,1
1525,13160464,20328640,13,4,0
1532,1721214,20328640,13,4,1
1533,727155,23677140,7,0,1
1533,17467511,20328640,13,4,1
1535,16677102,20328640,13,4,1
1537,53721,917316,44,4,1
1538,53721,3868943,44,4,1
1539,2451218,20328640,13,4,1
1544,53721,422433,44,4,1
1547,19654780,20328640,13,4,0
1547,136941,916273,44,4,1
1550,13140215,20328640,13,4,0
1553,1313371,20328640,13,4,1
1557,7848932,20328640,13,4,1
1558,7670209,20328640,13,4,1
1561,2315719,20740028,13,4,1
1562,2315719,5936119,13,4,0
1566,2315719,2949081,13,4,1
1567,2315719,17621073,13,4,1
1572,357575,16152856,44,4,1
1572,2315719,10366826,13,4,1
1575,245664,9755674,44,4,1
1576,2315719,19076717,13,4,1
1578,2315719,20328639,13,4,1
1579,2086683,23677143,7,4,1
1582,2315719,13140215,13,4,1
1584,245664,13839383,44,4,1
1588,2315719,7670209,13,4,0
1590,13912756,20328638,13,4,1
1590,357575,422433,44,4,0
1592,19654783,20328638,13,4,1
1593,845085,23677143,7,4,1
1594,9210368,20328638,13,4,0
1601,10067403,22060129,44,4,1
1606,853456,4128381,44,4,1
1608,7635628,23677143,7,4,0
1609,422433,853456,44,4,1
1612,652689,917316,44,4,1
1612,2451218,20328638,13,4,1
1614,652689,16152856,44,4,0
1617,21779336,23677143,7,4,1
1620,853456,13839383,44,4,1
1627,5172908,20328638,13,4,1
1628,7760,4128381,44,4,1
1634,245162,23677143,7,4,1
1637,3596848,16380022,13,4,1
1640,3596848,17621071,13,4,1
1644,3596848,7436917,13,4,1
1650,917316,10067403,44,4,0
1650,5405559,23677143,7,4,1
1653,3596848,16677102,13,4,0
1656,334117,10067403,44,4,0
1659,3596848,8533735,13,4,1
1662,773930,23677143,7,0,1
1674,3596848,3894025,13,4,0
1674,858381,10067403,44,4,1
1677,812839,10067403,44,4,1
1684,5936119,13912756,13,4,1
1690,13912756,22648484,13,4,1
1691,10917227,13912756,13,4,0
1692,8359775,23677142,7,4,0
1694,13912756,17621073,13,4,1
1694,45590,10067403,44,4,1
1697,789142,23677136,7,0,1
1697,7839341,13912756,13,4,1
1697,461150,10067403,44,4,1
1700,9883524,13912756,13,4,1
1706,10366826,13912756,13,4,1
1709,7200130,13912756,13,4,1
1710,4490317,13912756,13,4,1
1713,796292,23677138,7,0,1
1714,796292,23677139,7,0,1
1716,748153,10067403,44,4,1
1720,193052,10067403,44,4,1
1720,796292,23677145,7,0,1
1723,12962394,13912756,13,4,1
1723,157777,10067403,44,4,0
1726,469060,10067403,44,4,1
1728,241850,10067403,44,4,1
1731,912096,10067403,44,4,1
1732,17621071,19654781,13,4,0
1736,116118,136941,44,4,1
1738,116118,917316,44,4,1
1738,11205237,19654781,13,4,1
1739,115129,23677142,7,4,1
1740,801834,23677137,7,0,1
1740,338852,23677142,7,4,1
1740,116118,16152856,44,4,0
1743,11374801,23677142,7,4,1
1746,8533735,19654781,13,4,1
1746,116118,950313,44,4,0
1752,7760,103828,44,4,1
1752,3596847,19654781,13,4,1
1756,7760,13839383,44,4,0
1760,174086,422433,44,4,1
1762,17510245,19654783,13,4,1
1762,103828,174086,44,4,0
1765,5226973,19654783,13,4,0
1766,174086,13839383,44,4,1
1766,22486941,23677142,7,4,1
1769,19654783,22648484,13,4,0
1770,512226,3868943,44,4,1
1776,17467511,19654783,13,4,1
1777,202150,950313,44,4,1
1779,13088707,19654783,13,4,1
1783,286788,13839383,44,4,0
1784,512226,4128381,44,4,1
1788,136941,202150,44,4,1
1790,13140215,19654783,13,4,1
1791,19654783,22181822,13,4,0
1793,3894025,19654783,13,4,0
1801,5226973,17510245,13,4,1
1803,17510245,22648484,13,4,1
1803,913382,4128381,44,4,1
1804,913382,9755674,44,4,0
1805,862981,23677146,7,0,1
1813,361550,22060129,44,4,1
1814,10366826,17510245,13,4,1
1818,695789,22060129,44,4,1
1822,3596849,17510245,13,4,1
1830,714205,22060129,44,4,0
1832,640608,22060129,44,4,1
1833,334117,22060129,44,4,1
1833,9210368,17621071,13,4,0
1837,9210368,17621073,13,4,0
1844,200484,5682569,7,4,1
1845,8533735,9210368,13,4,1
1847,128735,22060129,44,4,1
1851,3596847,9210368,13,4,1
1859,10731,22060129,44,4,1
1859,7848932,9210368,13,4,1
1865,17621071,20740028,13,4,1
1868,10917227,20740028,13,4,1
1870,2949081,20740028,13,4,1
1872,745910,22060129,44,4,1
1873,128025,22060129,44,4,1
1873,20740028,21745053,13,4,1
1878,234582,22060129,44,4,1
1883,244232,22060129,44,4,1
1883,10366826,20740028,13,4,1
1885,628864,20740028,13,4,1
1888,19076717,20740028,13,4,1
1889,6938966,20740028,13,4,1
1891,3596847,20740028,13,4,1
1894,13839383,22060129,44,4,1
1897,200484,20548201,7,4,1
1905,5226973,5936119,13,4,1
1907,741288,22060129,44,4,1
1909,5936119,22648484,13,4,1
1910,278438,22060129,44,4,1
1912,2949081,5936119,13,4,1
1915,136941,361550,44,4,1
1918,103828,136941,44,4,1
1920,136941,4758170,44,4,1
1921,919554,23677136,7,0,1
1923,919554,23677138,7,0,1
1925,5936119,10366826,13,4,1
1928,5936119,7200130,13,4,1
1929,136941,296921,44,4,1
1933,3596847,5936119,13,4,0
1935,921066,23677136,7,0,1
1935,1363,200484,7,4,1
1937,5936119,13140215,13,4,1
1938,103828,913382,44,4,1
1939,5936119,19654782,13,4,1
1950,200484,21273055,7,4,1
1952,65492,103828,44,4,1
1954,65492,3868943,44,4,1
1954,200484,14132423,7,4,1
1954,16380022,17467511,13,4,1
1955,200484,21273059,7,4,1
1956,65492,13839383,44,4,0
1957,103828,147992,44,4,1
1960,628864,16380022,13,4,1
1962,937654,23677135,7,0,1
1963,6938966,16380022,13,4,1
1964,200484,6963063,7,4,1
1964,3596847,16380022,13,4,1
1966,3596849,16380022,13,4,0
1972,7848932,16380022,13,4,0
1973,7670209,16380022,13,4,1
1980,136941,177742,44,4,0
1983,941989,23677142,7,0,0
1984,941989,23677143,7,0,1
1989,944603,23677134,7,0,1
1990,2451218,5226973,13,4,1
1991,10731,136941,44,4,1
2007,136941,298516,44,4,0
2008,5226973,12962394,13,4,1
2009,136941,234582,44,4,1
2009,1362,17630906,7,4,1
2009,949832,23677140,7,0,1
2010,136941,673501,44,4,1
2012,949832,23677143,7,0,1
2012,17621069,22648484,13,4,1
2013,136941,755766,44,4,1
2019,1362,17630910,7,4,1
2019,950505,23677136,7,0,0
2020,540829,17621069,13,4,0
2020,950505,23677137,7,0,1
2020,1362,21273057,7,4,1
2022,10366826,17621069,13,4,1
2024,136941,748153,44,4,1
2033,17621069,22181822,13,4,0
2034,136941,469060,44,4,1
2036,1362,13344290,7,4,1
2040,136941,863587,44,4,1
2040,13160464,17621071,13,4,0
2042,136941,935808,44,4,0
2043,7436917,17621071,13,4,0
2046,17621071,21745053,13,4,1
2046,361550,950313,44,4,0
2050,8586224,17621071,13,4,1
2057,4490317,17621071,13,4,1
2059,6938966,17621071,13,4,1
2059,281391,4758170,44,4,0
2060,17621071,20328639,13,4,0
2069,1054727,23677144,7,0,0
2073,7670209,17621071,13,4,1
2078,13160464,17621073,13,4,1
2078,103828,911773,44,4,1
2083,103828,714205,44,4,0
2084,103828,111977,44,4,0
2087,1362,22137813,7,4,1
2089,103828,546905,44,4,1
2090,103828,891389,44,4,1
2091,281391,4128381,44,4,1
2095,3596849,13160464,13,4,1
2095,695789,4128381,44,4,0
2096,13140215,13160464,13,4,1
2099,1077376,23677146,7,0,1
2104,10917227,22648484,13,4,1
2107,695789,3868943,44,4,1
2108,695789,16152856,44,4,1
2118,628864,10917227,13,4,1
2119,170006,22088424,7,4,0
2119,103828,279854,44,4,1
2121,10917227,19076717,13,4,1
2124,5127007,22088424,7,4,1
2127,103828,177742,44,4,1
2128,1197769,23677133,7,0,0
2130,17467511,22648484,13,4,1
2133,8586224,22648484,13,4,1
2136,10366826,22648484,13,4,1
2138,10731,103828,44,4,1
2144,7635628,22088424,7,4,0
2147,3596849,22648484,13,4,1
2150,1214682,23677141,7,0,0
2150,17630910,22088424,7,4,1
2152,3894025,22648484,13,4,1
2153,12962394,22648484,13,4,1
2157,103828,234582,44,4,1
2157,1236434,23677134,7,0,0
2158,2949081,10917227,13,4,1
2159,10917227,17621073,13,4,1
2161,103828,755766,44,4,1
2163,103828,124387,44,4,1
2165,1313371,10917227,13,4,1
2166,3894025,10917227,13,4,1
2167,10917227,12962394,13,4,1
2168,103828,946510,44,4,1
2168,5172908,10917227,13,4,1
2172,7436917,17621073,13,4,1
2172,103828,748153,44,4,1
2174,1721214,7436917,13,4,1
2176,7436917,9883524,13,4,1
2178,7436917,13088707,13,4,1
2183,7436917,19076717,13,4,0
2185,103828,396827,44,4,1
2187,7436917,10868405,13,4,1
2188,3596849,7436917,13,4,1
2194,7436917,7848932,13,4,1
2195,7436917,7670209,13,4,1
2201,691789,22088424,7,4,1
2201,2949081,17467511,13,4,1
2201,1243836,23677136,7,0,1
2206,2949081,13088707,13,4,1
2206,640608,4758170,44,4,1
2208,2949081,10366826,13,4,1
2218,881838,4758170,44,4,1
2223,489465,4758170,44,4,1
2226,2949081,5172908,13,4,1
2228,812839,4758170,44,4,1
2229,11205237,17621073,13,4,0
2229,563743,917316,44,4,0
2236,13088707,17621073,13,4,0
2238,15069644,15822137,7,4,1
2239,9385633,15822137,7,4,1
2242,235425,4758170,44,4,1
2244,17621073,20328639,13,4,0
2246,17621073,19654780,13,4,1
2249,45590,4758170,44,4,0
2249,13140215,17621073,13,4,1
2261,244232,4758170,44,4,1
2263,11205237,16677102,13,4,1
2268,8533735,11205237,13,4,1
2270,165906,4758170,44,4,1
2271,748153,4758170,44,4,1
2271,1336659,23677136,7,0,1
2279,11205237,13140215,13,4,0
2281,11205237,19654782,13,4,1
2282,422433,4758170,44,4,1
2284,396827,4758170,44,4,1
2284,11205237,12962394,13,4,0
2288,7839341,21745053,13,4,1
2289,1721214,21745053,13,4,0
2290,17467511,21745053,13,4,0
2290,563743,4128381,44,4,1
2290,4272289,15822137,7,4,1
2291,9883524,21745053,13,4,1
2298,422433,695350,44,4,0
2301,9066291,15822137,7,4,1
2305,3596847,21745053,13,4,0
2307,10868405,21745053,13,4,1
2309,646739,917316,44,4,0
2312,1426400,23677135,7,0,1
2312,646739,13839383,44,4,1
2314,12962394,21745053,13,4,1
2316,15822137,17630907,7,4,0
2319,1426400,23677142,7,0,1
2323,1426400,23677146,7,0,1
2323,628864,7839341,13,4,0
2325,1470511,23677134,7,0,1
2325,911773,9755674,44,4,0
2326,6938966,7839341,13,4,0
2332,1313371,7839341,13,4,1
2333,3894025,7839341,13,4,1
2333,1920567,15822137,7,4,1
2334,1470511,23677143,7,0,1
2337,1721214,17467511,13,4,1
2339,1721214,16677102,13,4,0
2344,1721214,10366826,13,4,1
2345,1721214,8533735,13,4,1
2346,241850,917316,44,4,1
2351,278438,917316,44,4,1
2354,1721214,10868405,13,4,1
2356,714205,13839383,44,4,1
2357,1555915,23677138,7,0,0
2357,314560,917316,44,4,1
2359,1313371,1721214,13,4,1
2359,714205,917316,44,4,0
2361,1721214,12962394,13,4,1
2365,9883524,17467511,13,4,1
2369,279854,917316,44,4,0
2370,211684,917316,44,4,1
2371,4490317,17467511,13,4,1
2372,3365958,15822137,7,4,1
2375,15822137,20660203,7,4,1
2380,281097,9385633,7,4,0
2381,1313371,17467511,13,4,0
2381,605828,917316,44,4,1
2383,812839,917316,44,4,0
2391,281097,14132422,7,4,1
2396,9883524,19076717,13,4,1
2397,917316,928483,44,4,1
2399,2401,917316,44,4,1
2400,9883524,19654780,13,4,1
2404,9883524,22181822,13,4,1
2410,454856,9755674,44,4,1
2411,7670209,9883524,13,4,1
2412,422433,454856,44,4,1
2412,540829,16677102,13,4,1
2416,314560,422433,44,4,1
2418,454856,16152856,44,4,1
2420,3596847,16677102,13,4,1
2422,3596849,16677102,13,4,1
2423,13140215,16677102,13,4,1
2423,157745,917316,44,4,1
2429,244232,917316,44,4,1
2435,281097,3198237,7,4,1
2437,403115,917316,44,4,1
2439,281097,793386,7,4,1
2439,8586224,10868405,13,4,1
2441,776779,917316,44,4,1
2444,1637024,23677141,7,0,0
2445,5172908,8586224,13,4,1
2446,157777,917316,44,4,1
2447,7670209,8586224,13,4,1
2447,775734,917316,44,4,1
2450,1637025,23677133,7,0,1
2452,281097,878123,7,4,1
2455,281097,12065181,7,4,1
2455,540829,6938966,13,4,1
2456,540829,20328639,13,4,1
2457,540829,3596847,13,4,1
2459,281097,17630907,7,4,1
2463,111977,4128381,44,4,1
2465,111977,950313,44,4,1
2466,540829,12962394,13,4,1
2466,111977,422433,44,4,1
2470,281097,6972162,7,4,1
2476,6938966,13088707,13,4,0
